yourlist:M20180720A7434721E10EE6586998A056CCD0537E9501E8Y	isomap:M20180720A7434721E10EE6586998A056CCD0537E9501E8Y	Entry	Entry name	Status	Protein names	Gene names	Organism	Cross-reference (RefSeq)
YPDSF_3574		A4TRL2	MSRA_YERPP	reviewed	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA YPDSF_3574	Yersinia pestis (strain Pestoides F)	WP_002210165.1;
YPDSF_3585		A4TRM3	RL9_YERPP	reviewed	50S ribosomal protein L9	rplI YPDSF_3585	Yersinia pestis (strain Pestoides F)	WP_002210156.1;
YPDSF_3586		A4TRM4	RS18_YERPP	reviewed	30S ribosomal protein S18	rpsR YPDSF_3586	Yersinia pestis (strain Pestoides F)	WP_002210155.1;
YPDSF_3587		A4TRM5	RS6_YERPP	reviewed	30S ribosomal protein S6	rpsF YPDSF_3587	Yersinia pestis (strain Pestoides F)	WP_011906452.1;
YPDSF_3596		A4TRN4	PURA_YERPP	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA YPDSF_3596	Yersinia pestis (strain Pestoides F)	WP_002209157.1;
YPDSF_3601		A4TRN9	HFQ_YERPP	reviewed	RNA-binding protein Hfq	hfq YPDSF_3601	Yersinia pestis (strain Pestoides F)	WP_011906455.1;
YPDSF_3602		A4TRP0	MIAA_YERPP	reviewed	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA YPDSF_3602	Yersinia pestis (strain Pestoides F)	WP_002209149.1;
YPDSF_3603		A4TRP1	MUTL_YERPP	reviewed	DNA mismatch repair protein MutL	mutL YPDSF_3603	Yersinia pestis (strain Pestoides F)	WP_002209148.1;
YPDSF_3609		A4TRP7	RSGA_YERPP	reviewed	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA YPDSF_3609	Yersinia pestis (strain Pestoides F)	WP_002209142.1;
YPDSF_3611		A4TRP9	PSD_YERPP	reviewed	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd YPDSF_3611	Yersinia pestis (strain Pestoides F)	WP_002209141.1;
YPDSF_3613		A4TRQ1	EPMA_YERPP	reviewed	Elongation factor P--(R)-beta-lysine ligase (EF-P--(R)-beta-lysine ligase) (EC 6.3.1.-) (EF-P post-translational modification enzyme A) (EF-P-lysine lysyltransferase)	epmA yjeA YPDSF_3613	Yersinia pestis (strain Pestoides F)	WP_002209139.1;
YPDSF_3616		A4TRQ4	FRDC_YERPP	reviewed	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	frdC YPDSF_3616	Yersinia pestis (strain Pestoides F)	WP_002209135.1;
YPDSF_3619		A4TRQ7	EFP_YERPP	reviewed	Elongation factor P (EF-P)	efp YPDSF_3619	Yersinia pestis (strain Pestoides F)	WP_002209131.1;
YPDSF_3622		A4TRR0	CH60_YERPP	reviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL YPDSF_3622	Yersinia pestis (strain Pestoides F)	WP_002209128.1;
YPDSF_3623		A4TRR1	CH10_YERPP	reviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES YPDSF_3623	Yersinia pestis (strain Pestoides F)	WP_002209127.1;
YPDSF_3627		A4TRR5	CUTA_YERPP	reviewed	Divalent-cation tolerance protein CutA	cutA YPDSF_3627	Yersinia pestis (strain Pestoides F)	WP_002209122.1;
YPDSF_3628		A4TRR6	DSBD_YERPP	reviewed	Thiol:disulfide interchange protein DsbD (EC 1.8.1.8) (Protein-disulfide reductase) (Disulfide reductase)	dsbD YPDSF_3628	Yersinia pestis (strain Pestoides F)	WP_002209121.1;
YPDSF_3657		A4TRU5	LEXA_YERPP	reviewed	LexA repressor (EC 3.4.21.88)	lexA YPDSF_3657	Yersinia pestis (strain Pestoides F)	WP_002209090.1;
YPDSF_3659		A4TRU7	PLSB_YERPP	reviewed	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	plsB YPDSF_3659	Yersinia pestis (strain Pestoides F)	WP_002214644.1;
YPDSF_3661		A4TRU9	UBIC_YERPP	reviewed	Chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)	ubiC YPDSF_3661	Yersinia pestis (strain Pestoides F)	WP_002209087.1;
YPDSF_3718		A4TS06	ACSA_YERPP	reviewed	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acs YPDSF_3718	Yersinia pestis (strain Pestoides F)	WP_002209031.1;
YPDSF_3720		A4TS08	ACTP_YERPP	reviewed	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	actP YPDSF_3720	Yersinia pestis (strain Pestoides F)	WP_002209029.1;
YPDSF_3726		A4TS14	PUR9_YERPP	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH YPDSF_3726	Yersinia pestis (strain Pestoides F)	WP_002210692.1;
YPDSF_3732		A4TS20	DCUP_YERPP	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE YPDSF_3732	Yersinia pestis (strain Pestoides F)	WP_002210686.1;
YPDSF_3734		A4TS22	NUDC_YERPP	reviewed	NADH pyrophosphatase (EC 3.6.1.22)	nudC YPDSF_3734	Yersinia pestis (strain Pestoides F)	WP_002210684.1;
YPDSF_3744		A4TS28	RPOC_YERPP	reviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC YPDSF_3744	Yersinia pestis (strain Pestoides F)	WP_002210677.1;
YPDSF_3745		A4TS29	RPOB_YERPP	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB YPDSF_3745	Yersinia pestis (strain Pestoides F)	WP_002210676.1;
YPDSF_3746		A4TS30	RL7_YERPP	reviewed	50S ribosomal protein L7/L12	rplL YPDSF_3746	Yersinia pestis (strain Pestoides F)	WP_002210675.1;
YPDSF_3747		A4TS31	RL10_YERPP	reviewed	50S ribosomal protein L10	rplJ YPDSF_3747	Yersinia pestis (strain Pestoides F)	WP_002210674.1;
YPDSF_3748		A4TS32	RL1_YERPP	reviewed	50S ribosomal protein L1	rplA YPDSF_3748	Yersinia pestis (strain Pestoides F)	WP_002210673.1;
YPDSF_3749		A4TS33	RL11_YERPP	reviewed	50S ribosomal protein L11	rplK YPDSF_3749	Yersinia pestis (strain Pestoides F)	WP_002210672.1;
YPDSF_3752		A4TS36	EFTU2_YERPP	reviewed	Elongation factor Tu 2 (EF-Tu 2)	tuf2 YPDSF_3752	Yersinia pestis (strain Pestoides F)	WP_002210669.1;
YPDSF_3760		A4TS44	HUTU_YERPP	reviewed	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU YPDSF_3760	Yersinia pestis (strain Pestoides F)	WP_002209576.1;
YPDSF_3780		A4TS63	XYLA_YERPP	reviewed	Xylose isomerase (EC 5.3.1.5)	xylA YPDSF_3780	Yersinia pestis (strain Pestoides F)	WP_002209593.1;
YPDSF_3793		A4TS76	METJ_YERPP	reviewed	Met repressor (Met regulon regulatory protein MetJ)	metJ YPDSF_3793	Yersinia pestis (strain Pestoides F)	WP_002208935.1;
YPDSF_3796		A4TS79	RL31_YERPP	reviewed	50S ribosomal protein L31	rpmE YPDSF_3796	Yersinia pestis (strain Pestoides F)	WP_002216737.1;
YPDSF_3800		A4TS83	HSLV_YERPP	reviewed	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV YPDSF_3800	Yersinia pestis (strain Pestoides F)	WP_002208942.1;
YPDSF_3801		A4TS84	HSLU_YERPP	reviewed	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU YPDSF_3801	Yersinia pestis (strain Pestoides F)	WP_002208943.1;
YPDSF_3803		A4TS86	RRAA_YERPP	reviewed	Regulator of ribonuclease activity A	rraA YPDSF_3803	Yersinia pestis (strain Pestoides F)	WP_002208945.1;
YPDSF_3811		A4TS94	ZAPB_YERPP	reviewed	Cell division protein ZapB	zapB YPDSF_3811	Yersinia pestis (strain Pestoides F)	WP_002208953.1;
YPDSF_3818		A4TSA1	TPIS_YERPP	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA YPDSF_3818	Yersinia pestis (strain Pestoides F)	WP_002208959.1;
YPDSF_3826		A4TSA7	PFKA_YERPP	reviewed	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	pfkA YPDSF_3826	Yersinia pestis (strain Pestoides F)	WP_002208966.1;
YPDSF_3837		A4TSB8	GPDA_YERPP	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA YPDSF_3837	Yersinia pestis (strain Pestoides F)	WP_002208975.1;
YPDSF_3838		A4TSB9	SECB_YERPP	reviewed	Protein-export protein SecB	secB YPDSF_3838	Yersinia pestis (strain Pestoides F)	WP_002208976.1;
YPDSF_3841		A4TSC2	GPMI_YERPP	reviewed	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI YPDSF_3841	Yersinia pestis (strain Pestoides F)	WP_002208979.1;
YPDSF_3845		A4TSC6	TDH_YERPP	reviewed	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103)	tdh YPDSF_3845	Yersinia pestis (strain Pestoides F)	WP_002208981.1;
YPDSF_3847		A4TSC8	HLDD_YERPP	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD YPDSF_3847	Yersinia pestis (strain Pestoides F)	WP_002208983.1;
YPDSF_3852		A4TSD3	COAD_YERPP	reviewed	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD YPDSF_3852	Yersinia pestis (strain Pestoides F)	WP_002208988.1;
YPDSF_3853		A4TSD4	FPG_YERPP	reviewed	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg YPDSF_3853	Yersinia pestis (strain Pestoides F)	WP_011906473.1;
YPDSF_3854		A4TSD5	RL33_YERPP	reviewed	50S ribosomal protein L33	rpmG YPDSF_3854	Yersinia pestis (strain Pestoides F)	WP_002208990.1;
YPDSF_3855		A4TSD6	RL28_YERPP	reviewed	50S ribosomal protein L28	rpmB YPDSF_3855	Yersinia pestis (strain Pestoides F)	WP_002208991.1;
YPDSF_3859		A4TSE0	SLMA_YERPP	reviewed	Nucleoid occlusion factor SlmA	slmA YPDSF_3859	Yersinia pestis (strain Pestoides F)	WP_002208995.1;
YPDSF_3860		A4TSE1	PYRE_YERPP	reviewed	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE YPDSF_3860	Yersinia pestis (strain Pestoides F)	WP_002208996.1;
YPDSF_3861		A4TSE2	RNPH_YERPP	reviewed	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph YPDSF_3861	Yersinia pestis (strain Pestoides F)	WP_002208997.1;
YPDSF_3866		A4TSE7	RPOZ_YERPP	reviewed	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ YPDSF_3866	Yersinia pestis (strain Pestoides F)	WP_011906474.1;
YPDSF_3876		A4TSF7	DTD_YERPP	reviewed	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-)	dtd YPDSF_3876	Yersinia pestis (strain Pestoides F)	WP_002209009.1;
YPDSF_3884		A4TSG5	YIHI_YERPP	reviewed	Der GTPase-activating protein YihI	yihI YPDSF_3884	Yersinia pestis (strain Pestoides F)	WP_002213158.1;
YPDSF_3885		A4TSG6	ENGB_YERPP	reviewed	Probable GTP-binding protein EngB	engB YPDSF_3885	Yersinia pestis (strain Pestoides F)	WP_002213160.1;
YPDSF_3890		A4TSH1	MOBA_YERPP	reviewed	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA YPDSF_3890	Yersinia pestis (strain Pestoides F)	
YPDSF_3898		A4TSH7	RBSD_YERPP	reviewed	D-ribose pyranase (EC 5.4.99.62)	rbsD YPDSF_3898	Yersinia pestis (strain Pestoides F)	WP_002212252.1;
YPDSF_3900		A4TSH9	RAVA_YERPP	reviewed	ATPase RavA (EC 3.6.3.-) (Regulatory ATPase variant A)	ravA YPDSF_3900	Yersinia pestis (strain Pestoides F)	WP_011191439.1;
YPDSF_3902		A4TSI1	ASNA_YERPP	reviewed	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA YPDSF_3902	Yersinia pestis (strain Pestoides F)	WP_002212256.1;
YPDSF_3905		A4TSI4	MNMG_YERPP	reviewed	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA YPDSF_3905	Yersinia pestis (strain Pestoides F)	WP_002212259.1;
YPDSF_3906		A4TSI5	RSMG_YERPP	reviewed	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	rsmG YPDSF_3906	Yersinia pestis (strain Pestoides F)	WP_002212261.1;
YPDSF_3908		A4TSI7	ATP6_YERPP	reviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB YPDSF_3908	Yersinia pestis (strain Pestoides F)	WP_002228150.1;
YPDSF_3910		A4TSI9	ATPF_YERPP	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF YPDSF_3910	Yersinia pestis (strain Pestoides F)	WP_002220762.1;
YPDSF_3911		A4TSJ0	ATPD_YERPP	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH YPDSF_3911	Yersinia pestis (strain Pestoides F)	WP_002220760.1;
YPDSF_3912		A4TSJ1	ATPA_YERPP	reviewed	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA YPDSF_3912	Yersinia pestis (strain Pestoides F)	WP_002220758.1;
YPDSF_3913		A4TSJ2	ATPG_YERPP	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG YPDSF_3913	Yersinia pestis (strain Pestoides F)	WP_002220756.1;
YPDSF_3914		A4TSJ3	ATPB_YERPP	reviewed	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD YPDSF_3914	Yersinia pestis (strain Pestoides F)	WP_002220753.1;
YPDSF_3915		A4TSJ4	ATPE_YERPP	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC YPDSF_3915	Yersinia pestis (strain Pestoides F)	
YPDSF_3916		A4TSJ5	GLMU_YERPP	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU YPDSF_3916	Yersinia pestis (strain Pestoides F)	WP_002215550.1;
YPDSF_3930		A4TSK9	FABV_YERPP	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV YPDSF_3930	Yersinia pestis (strain Pestoides F)	WP_002215588.1;
YPDSF_3931		A4TSL0	MNME_YERPP	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE YPDSF_3931	Yersinia pestis (strain Pestoides F)	WP_002220740.1;
YPDSF_3934		A4TSL3	RNPA_YERPP	reviewed	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA YPDSF_3934	Yersinia pestis (strain Pestoides F)	WP_002228153.1;
